cells,sc3-Initial,Monocle-Initial,Seurat-Initial,Consensus-Initial,sc3-33,Monocle-33,Seurat-33,Consensus-33,sc3-66,Monocle-66,Seurat-66,Consensus-66,sc3-90,Monocle-90,Seurat-90,Consensus-90,sc3-Final,Monocle-Final,Seurat-Final,Consensus-Final
Evan_MC_F1_cell35086,49,6,6,-1,24,17,5,9,24,17,5,9,24,17,5,10,16,6,6,45
Evan_MC_F1_cell35442,6,14,1,24,25,24,4,-1,25,4,4,-1,25,4,4,-1,4,14,1,4
Evan_MC_F1_cell35601,62,8,10,15,21,16,11,5,21,16,11,6,21,16,11,4,39,8,10,52
Evan_MC_F1_cell35725,68,31,13,19,12,15,3,36,1,15,3,52,1,15,3,55,68,31,13,11
Evan_MC_F1_cell35905,49,3,6,14,54,30,9,32,54,30,9,31,54,30,9,28,16,3,6,19
Evan_MC_F1_cell36048,62,8,10,15,12,15,3,36,1,15,3,52,1,15,3,55,39,8,10,52
Evan_MC_F1_cell36865,63,22,12,20,79,9,2,34,79,9,2,33,79,9,2,38,63,22,12,17
Evan_MC_F1_cell36870,79,9,2,60,20,1,5,105,20,1,5,98,20,1,5,87,51,9,2,46
Evan_MC_F1_cell36914,25,24,4,67,5,20,1,57,5,14,1,3,4,14,1,5,20,4,4,53
Evan_MC_F1_cell37208,12,26,3,142,49,19,6,2,49,19,6,2,49,6,6,1,1,15,3,50
Evan_MC_F1_cell37298,49,8,10,15,78,22,1,-1,78,22,1,-1,4,22,1,-1,16,8,10,-1
Evan_MC_F1_cell37528,6,20,1,16,12,15,3,36,1,15,3,52,1,15,3,55,4,14,1,4
Evan_MC_F1_cell37568,68,31,13,19,78,27,1,4,78,14,1,3,4,14,1,5,68,31,13,11
Evan_MC_F1_cell37644,20,1,5,13,6,20,1,73,5,14,1,3,4,14,1,5,20,1,5,20
Evan_MC_F1_cell37706,58,16,18,-1,78,27,1,4,78,14,1,3,4,14,1,5,21,16,18,-1
Evan_MC_F1_cell38829,58,16,11,4,72,36,28,-1,72,36,28,-1,72,36,28,-1,21,16,11,14
Evan_MC_F1_cell39063,12,15,3,142,52,7,14,52,52,7,14,51,52,7,14,47,1,15,3,50
Evan_MC_F1_cell39577,70,31,13,19,49,6,6,2,49,6,6,2,49,6,6,1,68,31,13,11
Evan_MC_F1_cell39851,78,27,1,27,79,35,1,-1,79,14,1,3,79,14,1,5,4,14,1,4
Evan_MC_F1_cell39979,5,35,1,10,49,6,10,-1,49,6,10,-1,49,6,10,-1,4,14,1,4
Evan_MC_F1_cell40114,66,29,17,-1,73,13,8,64,73,13,8,63,73,13,8,53,63,29,17,-1
Evan_MC_F1_cell40228,69,32,19,-1,12,15,3,36,1,15,3,52,1,15,3,55,50,32,19,-1
Evan_MC_F1_cell40267,12,15,3,142,54,35,4,-1,54,14,4,-1,54,14,4,-1,1,15,3,50
Evan_MC_F1_cell41109,62,8,10,15,17,18,11,-1,17,18,11,-1,17,18,11,-1,39,8,10,52
Evan_MC_F1_cell41341,6,14,1,24,73,13,8,64,73,13,8,63,73,13,8,53,4,14,1,4
Evan_MC_F1_cell41732,17,30,11,-1,58,18,11,-1,58,18,11,-1,58,18,11,-1,17,21,11,-1
Evan_MC_F1_cell41804,78,20,1,16,17,28,4,-1,17,4,4,81,17,4,4,67,4,14,1,4
Evan_MC_F1_cell42043,18,24,4,67,65,12,20,-1,65,12,20,-1,65,12,20,-1,17,4,4,53
Evan_MC_F1_cell42279,58,16,18,-1,64,29,17,-1,64,29,17,-1,64,29,17,-1,21,16,18,-1
Evan_MC_F1_cell42283,54,18,11,-1,18,30,9,11,17,30,9,17,17,30,9,18,53,16,11,14
Evan_MC_F1_cell42866,69,32,19,-1,12,15,3,36,1,15,3,52,1,15,3,55,50,32,19,-1
Evan_MC_F1_cell43291,31,12,20,-1,63,22,12,17,63,22,12,18,63,22,12,19,10,12,20,-1
Evan_MC_F1_cell43938,63,22,12,20,20,1,5,105,20,1,5,98,20,1,5,87,63,22,12,17
Evan_MC_F1_cell45170,25,27,1,-1,75,13,8,64,75,13,8,63,75,13,8,53,20,14,1,-1
Evan_MC_F1_cell45185,12,26,3,142,49,6,25,-1,49,6,25,-1,49,6,6,1,1,15,3,50
Evan_MC_F1_cell45234,5,27,1,-1,19,28,4,107,17,4,4,81,17,4,4,67,4,14,1,4
Evan_MC_F1_cell45825,57,33,15,18,49,19,32,-1,49,19,32,-1,49,6,32,-1,57,33,15,13
Evan_MC_F1_cell46223,58,16,11,4,17,30,11,-1,17,30,11,-1,17,30,11,-1,21,16,11,14
Evan_MC_F1_cell46249,17,4,4,56,5,20,1,57,5,14,1,3,4,14,1,5,17,4,4,53
Evan_MC_F1_cell46304,49,21,6,2,53,30,9,11,53,30,9,17,53,30,9,18,16,21,6,-1
Evan_MC_F1_cell46515,20,1,5,13,79,9,2,34,79,9,2,33,79,9,2,38,20,1,5,20
Evan_MC_F1_cell46707,12,26,3,142,49,6,6,2,49,6,6,2,49,6,6,1,1,15,3,50
Evan_MC_F1_cell47031,12,26,3,142,79,9,2,34,79,9,2,33,79,9,2,38,1,15,3,50
Evan_MC_F1_cell47295,80,11,2,55,12,15,3,36,1,15,3,52,1,15,3,55,51,9,2,46
Evan_MC_F1_cell47804,64,29,17,-1,68,12,20,-1,68,12,20,-1,68,12,20,-1,64,29,17,-1
Evan_MC_F1_cell47872,73,13,8,54,56,7,14,52,56,7,14,51,56,7,14,47,73,13,8,30
Evan_MC_F1_cell48002,79,11,2,55,79,9,2,34,79,9,2,33,79,9,2,38,51,9,2,46
Evan_MC_F1_cell48064,79,11,2,55,5,27,1,57,5,14,1,3,4,14,1,5,51,9,2,46
Evan_MC_F1_cell48324,57,33,15,18,12,15,3,36,1,15,3,52,1,15,3,55,57,33,15,13
Evan_MC_F1_cell48340,72,36,21,-1,18,24,4,90,17,4,4,81,17,4,4,67,72,36,21,-1
Evan_MC_F1_cell48687,79,9,2,60,5,20,1,57,5,14,1,3,4,14,1,5,51,9,2,46
Evan_MC_F1_cell48757,19,28,4,108,78,27,1,4,78,14,1,3,4,14,1,5,17,4,4,53
Evan_MC_F1_cell48810,79,9,2,60,77,25,16,-1,77,25,16,-1,77,25,16,-1,51,9,2,46
Evan_MC_F1_cell48865,49,6,6,-1,53,30,9,11,53,30,9,17,53,30,9,18,16,6,6,45
Evan_MC_F1_cell49208,79,11,2,55,58,18,11,-1,58,18,11,-1,58,18,11,-1,51,9,2,46
Evan_MC_F1_cell49367,64,29,17,-1,12,15,3,36,1,15,3,52,1,15,3,55,64,29,17,-1
Evan_MC_F1_cell49519,63,22,12,20,31,25,16,-1,31,25,16,-1,31,25,16,-1,63,22,12,17
Evan_MC_F1_cell49723,62,8,10,15,31,1,7,1,31,1,7,1,31,1,7,2,39,8,10,52
Evan_MC_F1_cell50023,80,9,2,-1,66,22,12,17,66,22,12,18,66,22,12,19,51,9,2,46
Evan_MC_F1_cell50148,65,12,20,-1,12,15,3,36,1,15,3,52,1,15,3,55,65,12,20,-1
Evan_MC_F1_cell50250,73,13,8,54,1,15,3,36,1,15,3,52,1,15,3,55,73,13,8,30
Evan_MC_F1_cell50342,49,8,10,15,8,27,1,4,8,14,1,3,4,14,1,5,16,8,10,-1
Evan_MC_F1_cell50357,12,26,3,142,17,4,4,72,17,4,4,81,17,4,4,67,1,15,3,50
Evan_MC_F1_cell50440,68,31,13,19,79,9,2,34,79,9,2,33,79,9,2,38,68,31,13,11
Evan_MC_F1_cell50577,54,18,11,-1,56,7,14,52,56,7,14,51,56,7,14,47,53,16,11,14
Evan_MC_F1_cell50607,80,34,2,-1,25,24,4,-1,25,4,4,-1,25,4,4,-1,51,9,2,46
Evan_MC_F1_cell51347,78,27,1,27,18,24,4,90,17,4,4,81,17,4,4,67,4,14,1,4
Evan_MC_F1_cell51538,25,24,4,67,6,14,1,73,5,14,1,3,4,14,1,5,20,4,4,53
Evan_MC_F1_cell51927,21,16,11,4,24,17,5,9,24,17,5,9,24,17,5,10,21,16,11,14
Evan_MC_F1_cell52163,12,26,3,142,79,9,2,34,79,9,2,33,79,9,2,38,1,15,3,50
Evan_MC_F1_cell52172,17,4,4,56,78,27,1,4,78,14,1,3,4,14,1,5,17,4,4,53
Evan_MC_F1_cell52321,19,28,4,108,49,13,8,64,49,13,8,63,49,13,8,53,17,4,4,53
Evan_MC_F1_cell52518,49,3,6,14,49,19,6,2,49,19,6,2,49,6,6,1,16,3,6,19
Evan_MC_F1_cell52614,63,22,12,20,64,29,17,-1,64,29,17,-1,64,29,17,-1,63,22,12,17
Evan_MC_F1_cell53543,54,30,9,9,6,35,1,73,5,14,1,3,4,14,1,5,53,21,9,6
Evan_MC_F1_cell53635,79,11,2,55,78,27,1,4,78,14,1,3,4,14,1,5,51,9,2,46
Evan_MC_F1_cell53983,54,30,9,9,6,14,1,73,5,14,1,3,4,14,1,5,53,21,9,6
Evan_MC_F1_cell54020,79,34,2,60,54,30,9,32,54,30,9,31,54,30,9,28,51,9,2,46
Evan_MC_F1_cell54309,73,13,8,54,24,17,5,9,24,17,5,9,24,17,5,10,73,13,8,30
Evan_MC_F1_cell54316,19,28,4,108,78,27,1,4,78,14,1,3,4,14,1,5,17,4,4,53
Evan_MC_F1_cell54639,62,8,10,15,20,1,5,105,20,1,5,98,20,1,5,87,39,8,10,52
Evan_MC_F1_cell55114,15,2,27,-1,24,17,5,9,24,17,5,9,24,17,5,10,15,2,27,-1
Evan_MC_F1_cell55165,12,15,3,142,17,33,15,16,17,33,15,20,17,33,15,23,1,15,3,50
Evan_MC_F1_cell55608,40,8,10,15,12,15,3,36,1,15,3,52,1,15,3,55,39,8,10,52
Evan_MC_F1_cell55659,68,31,13,19,6,14,1,73,5,14,1,3,4,14,1,5,68,31,13,11
Evan_MC_F1_cell56263,54,18,11,-1,18,24,4,90,17,4,4,81,17,4,4,67,53,16,11,14
Evan_MC_F1_cell57007,54,30,9,9,6,20,1,73,5,14,1,3,4,14,1,5,53,21,9,6
Evan_MC_F1_cell58019,19,28,4,108,79,9,2,34,79,9,2,33,79,9,2,38,17,4,4,53
Evan_MC_F1_cell58361,78,35,1,10,1,15,3,36,1,15,3,52,1,15,3,55,4,14,1,4
Evan_MC_F1_cell58381,73,13,8,54,12,15,3,36,1,15,3,52,1,15,3,55,73,13,8,30
Evan_MC_F1_cell58602,49,6,26,-1,54,30,9,32,54,30,9,31,54,30,9,28,16,6,6,45
Evan_MC_F1_cell58899,20,1,5,13,24,4,4,72,24,4,4,-1,24,4,4,-1,20,1,5,20
Evan_MC_F1_cell59096,19,4,4,108,62,8,10,12,62,8,10,7,39,8,10,13,17,4,4,53
Evan_MC_F1_cell59558,20,17,5,-1,49,13,6,2,49,13,6,2,49,13,6,1,20,1,5,20
Evan_MC_F1_cell60027,58,16,11,4,73,13,8,64,73,13,8,63,73,13,8,53,21,16,11,14
Evan_MC_F1_cell60195,49,36,21,-1,40,19,10,-1,40,19,10,-1,39,6,10,-1,16,36,21,-1
Evan_MC_F1_cell60408,31,3,7,1,54,30,9,32,54,30,9,31,54,30,9,28,10,3,7,1
Evan_MC_F1_cell60440,65,29,20,-1,13,27,1,4,13,14,1,3,4,14,1,5,65,29,20,-1
Evan_MC_F1_cell60624,8,27,1,-1,68,31,13,15,68,31,13,11,68,31,13,12,4,14,1,4
Evan_MC_F1_cell60947,5,20,1,16,12,15,3,36,1,15,3,52,1,15,3,55,4,14,1,4
Evan_MC_F1_cell60970,5,35,1,10,79,9,2,34,79,9,2,33,79,9,2,38,4,14,1,4
Evan_MC_F1_cell60986,78,27,1,27,5,35,1,57,5,14,1,3,4,14,1,5,4,14,1,4
Evan_MC_F1_cell61003,80,9,2,-1,69,32,19,-1,69,32,19,-1,69,32,19,-1,51,9,2,46
Evan_MC_F1_cell61057,72,36,21,-1,12,15,3,36,1,15,3,52,1,15,3,55,72,36,21,-1
Evan_MC_F1_cell61154,6,20,1,16,52,7,14,52,52,7,14,51,52,7,14,47,4,14,1,4
Evan_MC_F1_cell61252,52,7,14,52,25,16,5,-1,25,16,5,-1,25,16,5,-1,52,7,14,40
Evan_MC_F1_cell62015,54,30,9,9,26,28,4,-1,17,4,4,81,17,4,4,67,53,21,9,6
Evan_MC_F1_cell62284,18,24,4,67,6,14,1,73,5,14,1,3,4,14,1,5,17,4,4,53
Evan_MC_F1_cell62335,30,17,5,-1,52,7,14,52,52,7,14,51,52,7,14,47,20,1,5,20
Evan_MC_F1_cell62745,52,7,14,52,53,32,22,-1,53,32,22,-1,53,32,22,-1,52,7,14,40
Evan_MC_F1_cell62919,65,12,20,-1,73,13,8,64,73,13,8,63,73,13,8,53,65,12,20,-1
Evan_MC_F1_cell63193,39,8,10,15,25,1,11,-1,25,1,11,-1,25,1,11,-1,39,8,10,52
Evan_MC_F1_cell63753,49,32,22,-1,49,19,6,2,49,19,6,2,49,6,6,1,16,32,22,-1
Evan_MC_F1_cell64391,54,30,9,9,19,4,4,107,17,4,4,81,17,4,4,67,53,21,9,6
Evan_MC_F1_cell64998,31,3,7,1,49,6,6,2,49,6,6,2,49,6,6,1,10,3,7,1
Evan_MC_F1_cell65760,53,30,9,9,19,28,4,107,17,4,4,81,17,4,4,67,53,21,9,6
Evan_MC_F1_cell65773,12,15,3,142,21,16,11,5,21,16,11,6,21,16,11,4,1,15,3,50
Evan_MC_F1_cell66059,62,8,10,15,78,27,1,4,78,14,1,3,4,14,1,5,39,8,10,52
Evan_MC_F1_cell66279,65,12,20,-1,24,17,5,9,24,17,5,9,24,17,5,10,65,12,20,-1
Evan_MC_F1_cell66632,6,14,1,24,57,33,15,16,57,33,15,20,57,33,15,23,4,14,1,4
Evan_MC_F1_cell67006,55,7,3,-1,49,3,25,-1,49,3,25,-1,49,3,6,1,52,7,3,40
Evan_MC_F1_cell67119,4,27,1,-1,58,18,11,-1,58,18,11,-1,58,18,11,-1,4,14,1,4
Evan_MC_F1_cell67291,20,1,5,13,79,9,2,34,79,9,2,33,79,9,2,38,20,1,5,20
Evan_MC_F1_cell67449,2,15,3,-1,49,10,32,-1,49,10,32,-1,49,6,32,-1,1,15,3,50
Evan_MC_F1_cell67699,68,31,13,19,49,19,6,2,49,19,6,2,49,6,6,1,68,31,13,11
Evan_MC_F1_cell67817,66,22,12,20,79,9,2,34,79,9,2,33,79,9,2,38,63,22,12,17
Evan_MC_F1_cell67870,75,13,8,-1,58,18,11,-1,58,18,11,-1,58,18,11,-1,75,13,8,-1
Evan_MC_F1_cell67985,80,11,2,55,19,24,4,107,17,4,4,81,17,4,4,67,51,9,2,46
Evan_MC_F1_cell68106,31,17,7,1,63,22,12,17,63,22,12,18,63,22,12,19,10,1,7,1
Evan_MC_F1_cell68188,18,24,4,67,63,22,12,17,63,22,12,18,63,22,12,19,17,4,4,53
Evan_MC_F1_cell68343,73,13,8,54,5,35,1,57,5,14,1,3,4,14,1,5,73,13,8,30
Evan_MC_F1_cell68532,18,24,4,67,2,15,3,36,1,15,3,52,1,15,3,55,17,4,4,53
Evan_MC_F1_cell68577,64,29,17,-1,68,31,13,15,68,31,13,11,68,31,13,12,64,29,17,-1
Evan_MC_F1_cell68690,63,22,12,20,73,13,8,64,73,13,8,63,73,13,8,53,63,22,12,17
Evan_MC_F1_cell68731,68,31,13,19,54,30,9,32,54,30,9,31,54,30,9,28,68,31,13,11
Evan_MC_F1_cell68951,78,20,1,16,6,20,1,73,5,14,1,3,4,14,1,5,4,14,1,4
Evan_MC_F1_cell69054,52,7,14,52,8,27,1,4,8,14,1,3,4,14,1,5,52,7,14,40
Evan_MC_F1_cell69160,65,8,10,15,19,28,4,107,17,4,4,81,17,4,4,67,65,8,10,-1
Evan_MC_F1_cell69425,73,13,8,54,7,27,18,-1,7,14,18,-1,7,14,18,-1,73,13,8,30
Evan_MC_F1_cell69454,54,30,11,-1,73,13,8,64,73,13,8,63,73,13,8,53,53,21,11,-1
Evan_MC_F1_cell70616,65,12,20,-1,58,16,11,5,58,16,11,6,58,16,11,4,65,12,20,-1
Evan_MC_F1_cell70660,73,13,8,54,58,16,11,5,58,16,11,6,58,16,11,4,73,13,8,30
Evan_MC_F1_cell70877,12,26,3,142,18,24,4,90,17,4,4,81,17,4,4,67,1,15,3,50
Evan_MC_F1_cell71135,31,3,25,-1,18,24,4,90,17,4,4,81,17,4,4,67,10,3,6,-1
Evan_MC_F1_cell71170,63,22,13,-1,75,25,16,-1,75,25,16,-1,75,25,16,-1,63,22,13,-1
Evan_MC_F1_cell71523,75,13,8,-1,27,1,5,-1,27,1,5,-1,27,1,5,-1,75,13,8,-1
Evan_MC_F1_cell72802,68,31,13,19,63,22,12,17,63,22,12,18,63,22,12,19,68,31,13,11
Evan_MC_F1_cell73056,62,8,10,15,73,13,8,64,73,13,8,63,73,13,8,53,39,8,10,52
Evan_MC_F1_cell74049,54,30,9,9,79,9,2,34,79,9,2,33,79,9,2,38,53,21,9,6
Evan_MC_F1_cell74371,79,9,2,60,56,7,23,-1,56,7,23,-1,56,7,2,-1,51,9,2,46
Evan_MC_F1_cell74700,60,33,15,18,6,14,1,73,5,14,1,3,4,14,1,5,57,33,15,13
Evan_MC_F1_cell74747,62,8,10,15,20,16,11,5,20,16,11,6,20,16,11,4,39,8,10,52
Evan_MC_F1_cell75365,20,1,5,13,2,15,3,36,1,15,3,52,1,15,3,55,20,1,5,20
Evan_MC_F1_cell75489,49,6,6,-1,17,4,4,72,17,4,4,81,17,4,4,67,16,6,6,45
Evan_MC_F1_cell75873,31,3,7,1,79,9,2,34,79,9,2,33,79,9,2,38,10,3,7,1
Evan_MC_F1_cell76323,49,8,7,-1,58,18,11,-1,58,18,11,-1,58,18,11,-1,16,8,7,-1
Evan_MC_F1_cell76607,20,17,5,-1,20,16,11,5,20,16,11,6,20,16,11,4,20,1,5,20
Evan_MC_F1_cell76706,78,35,1,10,53,30,9,11,53,30,9,17,53,30,9,18,4,14,1,4
Evan_MC_F1_cell76964,18,24,4,67,5,20,1,57,5,14,1,3,4,14,1,5,17,4,4,53
Evan_MC_F1_cell77079,49,6,6,-1,4,30,9,11,4,30,9,17,4,30,9,18,16,6,6,45
Evan_MC_F1_cell78175,18,28,4,-1,62,8,10,12,62,8,10,7,39,8,10,13,17,4,4,53
Evan_MC_F1_cell78841,63,22,12,20,6,14,1,73,5,14,1,3,4,14,1,5,63,22,12,17
Evan_MC_F1_cell79316,73,13,8,54,58,16,18,-1,58,16,18,-1,58,16,18,-1,73,13,8,30
Evan_MC_F1_cell79727,24,17,5,85,12,15,3,36,1,15,3,52,1,15,3,55,20,1,5,20
Evan_MC_F1_cell79809,19,24,4,108,54,24,4,-1,54,4,4,-1,54,4,4,-1,17,4,4,53
Evan_MC_F1_cell79955,75,25,16,-1,52,7,14,52,52,7,14,51,52,7,14,47,75,25,16,-1
Evan_MC_F1_cell80233,54,30,9,9,57,33,15,16,57,33,15,20,57,33,15,23,53,21,9,6
Evan_MC_F1_cell80331,53,18,9,-1,49,9,2,-1,49,9,2,-1,49,9,2,-1,53,16,9,-1
Evan_MC_F1_cell80656,63,22,12,20,73,13,8,64,73,13,8,63,73,13,8,53,63,22,12,17
Evan_MC_F1_cell80895,6,14,1,24,54,30,9,32,54,30,9,31,54,30,9,28,4,14,1,4
Evan_MC_F1_cell81486,73,13,8,54,73,13,8,64,73,13,8,63,73,13,8,53,73,13,8,30
Evan_MC_F1_cell81568,5,20,1,16,5,35,1,57,5,14,1,3,4,14,1,5,4,14,1,4
Evan_MC_F1_cell82000,53,30,9,9,54,18,11,-1,54,18,11,-1,54,18,11,-1,53,21,9,6
Evan_MC_F1_cell82044,63,22,12,20,53,30,9,11,53,30,9,17,53,30,9,18,63,22,12,17
Evan_MC_F1_cell82132,54,18,11,-1,6,14,1,73,5,14,1,3,4,14,1,5,53,16,11,14
Evan_MC_F1_cell82149,49,19,6,2,79,9,2,34,79,9,2,33,79,9,2,38,16,6,6,45
Evan_MC_F1_cell82235,64,29,17,-1,12,15,3,36,1,15,3,52,1,15,3,55,64,29,17,-1
Evan_MC_F1_cell82374,49,19,6,2,65,12,20,-1,65,12,20,-1,65,12,20,-1,16,6,6,45
Evan_MC_F1_cell82398,19,28,4,108,19,24,4,107,17,4,4,81,17,4,4,67,17,4,4,53
Evan_MC_F1_cell82477,65,12,20,-1,58,4,2,-1,58,4,2,-1,58,4,2,-1,65,12,20,-1
Evan_MC_F1_cell82552,31,19,7,1,20,16,11,5,20,16,11,6,20,16,11,4,10,6,7,1
Evan_MC_F1_cell82834,6,14,1,24,49,10,6,2,49,10,6,2,49,6,6,1,4,14,1,4
Evan_MC_F1_cell83066,52,7,14,52,49,6,29,-1,49,6,29,-1,49,6,29,-1,52,7,14,40
Evan_MC_F1_cell83434,19,28,4,108,19,24,4,107,17,4,4,81,17,4,4,67,17,4,4,53
Evan_MC_F1_cell83527,68,31,13,19,39,8,10,12,39,8,10,7,39,8,10,13,68,31,13,11
Evan_MC_F1_cell83633,49,15,3,-1,75,13,8,64,75,13,8,63,75,13,8,53,16,15,3,50
Evan_MC_F1_cell84049,79,9,2,60,65,12,20,-1,65,12,20,-1,65,12,20,-1,51,9,2,46
Evan_MC_F1_cell84203,66,22,12,20,78,27,1,4,78,14,1,3,4,14,1,5,63,22,12,17
Evan_MC_F1_cell84518,52,7,14,52,79,9,2,34,79,9,2,33,79,9,2,38,52,7,14,40
Evan_MC_F1_cell84807,79,11,2,55,78,17,1,-1,78,17,1,-1,4,17,1,-1,51,9,2,46
Evan_MC_F1_cell85424,54,18,9,-1,78,27,1,4,78,14,1,3,4,14,1,5,53,16,9,-1
Evan_MC_F1_cell85429,5,35,1,10,52,7,14,52,52,7,14,51,52,7,14,47,4,14,1,4
Evan_MC_F1_cell85724,12,26,3,142,79,9,2,34,79,9,2,33,79,9,2,38,1,15,3,50
Evan_MC_F1_cell87016,49,19,6,2,78,20,1,-1,78,14,1,3,4,14,1,5,16,6,6,45
Evan_MC_F1_cell87726,61,16,11,4,6,14,1,73,5,14,1,3,4,14,1,5,21,16,11,14
Evan_MC_F1_cell88117,49,6,6,-1,24,4,4,72,24,4,4,-1,24,4,4,-1,16,6,6,45
Evan_MC_F1_cell88271,66,29,17,-1,54,30,9,32,54,30,9,31,54,30,9,28,63,29,17,-1
Evan_MC_F1_cell88596,53,30,9,9,68,12,20,-1,68,12,20,-1,68,12,20,-1,53,21,9,6
Evan_MC_F1_cell88686,49,3,6,14,75,25,16,-1,75,25,16,-1,75,25,16,-1,16,3,6,19
Evan_MC_F1_cell89814,49,19,25,-1,73,13,8,64,73,13,8,63,73,13,8,53,16,6,6,45
Evan_MC_F1_cell90033,65,8,10,15,78,27,1,4,78,14,1,3,4,14,1,5,65,8,10,-1
Evan_MC_F1_cell90041,68,31,13,19,19,24,4,107,17,4,4,81,17,4,4,67,68,31,13,11
Evan_MC_F1_cell90157,49,26,3,-1,69,32,19,-1,69,32,19,-1,69,32,19,-1,16,15,3,50
Evan_MC_F1_cell90164,58,18,11,-1,6,35,1,73,5,14,1,3,4,14,1,5,21,16,11,14
Evan_MC_F1_cell90865,12,26,3,142,52,7,23,-1,52,7,23,-1,52,7,2,-1,1,15,3,50
Evan_MC_F1_cell90932,49,19,6,2,78,27,1,4,78,14,1,3,4,14,1,5,16,6,6,45
Evan_MC_F1_cell91048,4,27,1,-1,18,4,4,90,17,4,4,81,17,4,4,67,4,14,1,4
Evan_MC_F1_cell91082,19,28,4,108,79,9,2,34,79,9,2,33,79,9,2,38,17,4,4,53
Evan_MC_F1_cell91188,79,11,2,55,17,4,4,72,17,4,4,81,17,4,4,67,51,9,2,46
Evan_MC_F1_cell91512,73,13,8,54,25,17,5,9,25,17,5,9,25,17,5,10,73,13,8,30
Evan_MC_F1_cell92071,20,17,5,-1,63,22,12,17,63,22,12,18,63,22,12,19,20,1,5,20
Evan_MC_F1_cell92896,4,18,9,-1,73,13,8,64,73,13,8,63,73,13,8,53,4,16,9,-1
Evan_MC_F1_cell92953,31,3,7,1,53,30,9,11,53,30,9,17,53,30,9,18,10,3,7,1
Evan_MC_F1_cell93009,49,19,6,2,49,19,6,2,49,19,6,2,49,6,6,1,16,6,6,45
Evan_MC_F1_cell93320,52,7,14,52,18,4,4,90,17,4,4,81,17,4,4,67,52,7,14,40
Evan_MC_F1_cell94272,73,13,8,54,17,4,4,72,17,4,4,81,17,4,4,67,73,13,8,30
Evan_MC_F1_cell94357,73,13,8,54,73,13,8,64,73,13,8,63,73,13,8,53,73,13,8,30
Evan_MC_F1_cell94538,24,17,5,85,68,31,13,15,68,31,13,11,68,31,13,12,20,1,5,20
Evan_MC_F1_cell94577,63,22,12,20,75,25,16,-1,75,25,16,-1,75,25,16,-1,63,22,12,17
Evan_MC_F1_cell94927,75,25,16,-1,79,9,2,34,79,9,2,33,79,9,2,38,75,25,16,-1
Evan_MC_F1_cell95578,78,21,9,-1,17,4,4,72,17,4,4,81,17,4,4,67,4,21,9,6
Evan_MC_F1_cell95625,19,4,4,108,68,31,13,15,68,31,13,11,68,31,13,12,17,4,4,53
Evan_MC_F1_cell95773,26,28,4,-1,12,15,3,36,1,15,3,52,1,15,3,55,17,4,4,53
Evan_MC_F1_cell96034,7,32,19,-1,49,36,21,-1,49,36,21,-1,49,36,21,-1,7,32,19,-1
Evan_MC_F1_cell96172,12,15,3,142,57,33,15,16,57,33,15,20,57,33,15,23,1,15,3,50
Evan_MC_F1_cell96325,53,10,25,-1,79,9,2,34,79,9,2,33,79,9,2,38,53,6,6,45
Evan_MC_F1_cell96358,78,35,18,-1,70,32,22,-1,70,32,22,-1,70,32,22,-1,4,14,18,4
Evan_MC_F1_cell96421,17,4,4,56,79,9,2,34,79,9,2,33,79,9,2,38,17,4,4,53
Evan_MC_F1_cell96682,72,36,21,-1,53,30,9,11,53,30,9,17,53,30,9,18,72,36,21,-1
Evan_MC_F1_cell96854,4,30,9,9,24,17,5,9,24,17,5,9,24,17,5,10,4,21,9,6
Evan_MC_F1_cell96879,13,35,1,10,27,1,5,-1,27,1,5,-1,27,1,5,-1,4,14,1,4
Evan_MC_F1_cell97190,18,4,4,56,49,19,6,2,49,19,6,2,49,6,6,1,17,4,4,53
Evan_MC_F1_cell97360,19,28,4,108,17,4,4,72,17,4,4,81,17,4,4,67,17,4,4,53
Evan_MC_F1_cell97843,63,22,12,20,63,22,12,17,63,22,12,18,63,22,12,19,63,22,12,17
Evan_MC_F1_cell98048,17,4,4,56,12,15,3,36,1,15,3,52,1,15,3,55,17,4,4,53
Evan_MC_F1_cell98442,31,28,7,1,72,36,21,-1,72,36,21,-1,72,36,21,-1,10,4,7,1
Evan_MC_F1_cell98464,53,30,9,9,4,35,1,-1,4,14,1,3,4,14,1,5,53,21,9,6
Evan_MC_F1_cell98515,53,30,9,9,62,8,10,12,62,8,10,7,39,8,10,13,53,21,9,6
Evan_MC_F1_cell99578,39,8,10,15,7,30,18,-1,7,30,18,-1,7,30,18,-1,39,8,10,52
Evan_MC_F1_cell99636,4,35,1,10,20,1,5,105,20,1,5,98,20,1,5,87,4,14,1,4
Evan_MC_F1_cell99694,58,18,11,-1,78,27,1,4,78,14,1,3,4,14,1,5,21,16,11,14
Evan_MC_F1_cell100724,65,29,17,-1,68,31,13,15,68,31,13,11,68,31,13,12,65,29,17,-1
Evan_MC_F1_cell100732,78,27,1,27,25,17,5,9,25,17,5,9,25,17,5,10,4,14,1,4
Evan_MC_F1_cell100792,26,24,4,67,19,24,4,107,17,4,4,81,17,4,4,67,17,4,4,53
Evan_MC_F1_cell100921,73,13,8,54,19,28,4,107,17,4,4,81,17,4,4,67,73,13,8,30
Evan_MC_F1_cell101353,78,27,1,27,73,13,8,64,73,13,8,63,73,13,8,53,4,14,1,4
